region,day,Woolworths routes,Outsourced routes
6,35,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Metro Halsey Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,35,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,35,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,36,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,36,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,36,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Auckland City', 'Distribution Centre Auckland']",
0,36,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,36,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,36,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Greenlane', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,36,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,36,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,36,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Distribution Centre Auckland']",
2,36,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,36,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,36,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,36,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,36,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'Woolworths Manukau', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,36,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,36,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,36,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,36,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,36,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,36,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
4,36,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,36,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,36,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'Woolworths Westgate', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
5,36,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,36,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,36,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Takapuna', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,36,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,36,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,36,"['Distribution Centre Auckland', 'Woolworths Milford', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,36,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,36,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,37,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",
0,37,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths St Lukes', 'Woolworths Auckland Victoria Street West', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,37,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,37,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,37,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Woolworths Auckland City', 'Distribution Centre Auckland']",
1,37,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,37,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,37,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,37,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,37,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths St Johns', 'Distribution Centre Auckland']",
2,37,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",
2,37,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,37,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,37,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,37,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau Mall', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,37,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,37,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manurewa', 'Distribution Centre Auckland']",
4,37,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,37,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,37,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,37,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
5,37,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
5,37,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
6,37,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,37,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,37,"['Distribution Centre Auckland', 'Metro Albert Street', 'Metro Halsey Street', 'Woolworths Milford', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,37,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,37,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,37,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,38,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Auckland City', 'Distribution Centre Auckland']",
0,38,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,38,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'FreshChoice Epsom', 'Woolworths St Lukes', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,38,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,38,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,38,"['Distribution Centre Auckland', 'Woolworths Roselands', 'FreshChoice Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,38,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Papakura', 'Distribution Centre Auckland']",
2,38,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,38,"['Distribution Centre Auckland', 'Woolworths Meadowlands', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,38,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,38,"['Distribution Centre Auckland', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,38,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Distribution Centre Auckland']",
3,38,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Airport', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,38,"['Distribution Centre Auckland', 'Woolworths Papatoetoe', 'Distribution Centre Auckland']",
3,38,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Manukau Mall', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,38,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,38,"['Distribution Centre Auckland', 'Woolworths Manukau', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,38,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Westgate', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,38,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,38,"['Distribution Centre Auckland', 'Woolworths Northwest', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,38,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,38,"['Distribution Centre Auckland', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,38,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,38,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,38,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Takapuna', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,38,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,38,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,38,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,38,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
0,39,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Greenlane', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,39,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",
0,39,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,39,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,39,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,39,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,39,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,39,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,39,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Roselands', 'Distribution Centre Auckland']",
2,39,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,39,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,39,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,39,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,39,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,39,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manukau', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,39,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Papatoetoe', 'Distribution Centre Auckland']",
3,39,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,39,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,39,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,39,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'FreshChoice Palomino', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,39,"['Distribution Centre Auckland', 'Woolworths Te Atatu South', 'FreshChoice Ranui', 'Woolworths Westgate', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
5,39,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'SuperValue Avondale', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,39,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,39,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,39,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,39,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,39,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Hauraki Corner', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,39,"['Distribution Centre Auckland', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,39,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,39,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Distribution Centre Auckland']",
0,40,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",
0,40,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,40,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Auckland City', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,40,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,40,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,40,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
1,40,"['Distribution Centre Auckland', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,40,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,40,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",
2,40,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,40,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Woolworths St Johns', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
3,40,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
